Label,Topic,Claim original text,Claim corrected version,,,,,,,,
0,This house believes all nations have a right to nuclear weapons,nuclear weapons contribute to stability at a strategic level,nuclear weapons contribute to stability at a strategic level,,,,,,,,
0,This house believes all nations have a right to nuclear weapons,the deployment, and implicit menace of use, of strong weapons is essential to threaten the enemy in order to prevent the use by said-enemy of the same weapons,the deployment, and implicit menace of use, of strong weapons is essential to threaten the enemy in order to prevent the use by said-enemy of the same weapons,,,,
0,This house believes all nations have a right to nuclear weapons,a nuclear nation might be hijacked by a despot or other person or persons who might use nuclear weapons without sane regard for the consequences,a nuclear nation might be hijacked by a despot or other person or persons who might use nuclear weapons without sane regard for the consequences,,,,,,,,
0,This house believes all nations have a right to nuclear weapons,"the present situation whereby Nuclear Weapon States monopolise the right to possess nuclear weapons is ""highly discriminatory","the present situation whereby Nuclear Weapon States monopolise the right to possess nuclear weapons is ""highly discriminatory",,,,,,,,
0,This house believes all nations have a right to nuclear weapons,"the present situation whereby Nuclear Weapon States monopolise the right to possess nuclear weapons is ""highly discriminatory","the present situation whereby Nuclear Weapon States monopolise the right to possess nuclear weapons is ""highly discriminatory",,,,,,,,
0,This house believes all nations have a right to nuclear weapons,reliance on nuclear weapons for deterrence is becoming increasingly hazardous and decreasingly effective,reliance on nuclear weapons for deterrence is becoming increasingly hazardous and decreasingly effective,,,,,,,,
0,This house believes all nations have a right to nuclear weapons,The world is now in a new and dangerous nuclear era, and the likelihood that non-state terrorists will get their hands on nuclear weaponry is increasing,The world is now in a new and dangerous nuclear era, and the likelihood that non-state terrorists will get their hands on nuclear weaponry is increasing,,,,,,
0,This house believes all nations have a right to nuclear weapons,Extreme danger is intrinsic to nuclear war and the possession of nuclear weapons,extreme danger intrinsic to nuclear war and the possession of nuclear weapons,,,,,,,,
0,This house believes all nations have a right to nuclear weapons,with nuclear weapons more widely available, deterrence is decreasingly effective and increasingly hazardous,with nuclear weapons more widely available, deterrence is decreasingly effective and increasingly hazardous,,,,,,
0,This house believes all nations have a right to nuclear weapons,nuclear weapons had become a source of extreme risk,nuclear weapons had become a source of extreme risk,,,,,,,,
0,This house believes all nations have a right to nuclear weapons,nuclear holocaust could result in an end to human life,nuclear holocaust could result in an end to human life,,,,,,,,
0,This house believes all nations have a right to nuclear weapons,nuclear weapon technology would soon reach the point where it could end human life on Earth,nuclear weapon technology would soon reach the point where it could end human life on Earth,,,,,,,,
0,This house believes all nations have a right to nuclear weapons,an inferior nuclear force, by virtue of its extreme destructive power, could deter a more powerful adversary,an inferior nuclear force, by virtue of its extreme destructive power, could deter a more powerful adversary,,,,
0,This house believes all nations have a right to nuclear weapons,Nuclear weapons have become a source of extreme risk,nuclear weapons had become a source of extreme risk,,,,,,,,
0,This house believes all nations have a right to nuclear weapons,nuclear weapons are intended to deter other states from attacking,nuclear weapons are intended to deter other states from attacking,,,,,,,,
0,This house believes all nations have a right to nuclear weapons,Nuclear weapons give nations the potential to not only destroy their enemies but humanity itself,Nuclear weapons give nations the potential to not only destroy their enemies but humanity itself,,,,,,,,
0,This house believes all nations have a right to nuclear weapons,nuclear weapons had become a source of extreme risk,nuclear weapons had become a source of extreme risk,,,,,,,,
0,This house believes all nations have a right to nuclear weapons,if we hope to escape self-destruction, then nuclear weapons should have no place in our collective conscience, and no role in our security,if we hope to escape self-destruction, then nuclear weapons should have no place in our collective conscience, and no role in our security,,,,
0,This house believes all nations have a right to nuclear weapons,the greater the threat of mutual destruction, the safer the world would be,the greater the threat of mutual destruction, the safer the world would be,,,,,,
0,This house believes all nations have a right to nuclear weapons,public opinion is overwhelmingly opposed to nuclearization,public opinion is overwhelmingly opposed to nuclearization,,,,,,,,
0,This house believes all nations have a right to nuclear weapons,states must act in a way that ensures their security above all,states must act in a way that ensures their security above all,,,,,,,,
0,This house believes all nations have a right to nuclear weapons,States cannot count on the good will of others to help them, so they must always be ready to fend for themselves,they cannot count on the good will of others to help them, so they must always be ready to fend for themselves,,,,,,
0,This house believes all nations have a right to nuclear weapons,In certain circumstances, nuclear weapons can play a positive role,In certain circumstances, they can play a positive role,,,,,,
0,This house believes all nations have a right to nuclear weapons,Every country has to devise and use the latest devices for its protection,every country will have to devise and use the latest devices for its protection,,,,,,,,
0,This house believes all nations have a right to nuclear weapons,when two countries each have nuclear weapons, the probability of a direct war between them greatly decreases,when two countries each have nuclear weapons, the probability of a direct war between them greatly decreases,,,,,,
0,This house believes that Israel's 2008-2009 military operations against Gaza were justified,The Israeli government's use of force in the Gaza Strip are acts of self-defense,its use of force in the Gaza Strip are acts of self-defense,,,,,,,,
0,This house believes that Israel's 2008-2009 military operations against Gaza were justified,the Israeli Defence Force breached laws of armed conflict by attacking indiscriminately civilians,the Israeli Defence Force breached laws of armed conflict by attacking indiscriminately civilians,,,,,,,,
0,This house believes that Israel's 2008-2009 military operations against Gaza were justified,anything affiliated with Hamas is a legitimate target,anything affiliated with Hamas is a legitimate target,,,,,,,,
0,This house believes that Israel's 2008-2009 military operations against Gaza were justified,Israel's UAV attacks were a violation of International Humanitarian Law,these attacks were a violation of International Humanitarian Law,,,,,,,,
0,This house believes that Israel's 2008-2009 military operations against Gaza were justified,the Israeli soldiers at best failed to protect civilians, and at worst deliberately shot at them,the Israeli soldiers at best failed to protect civilians, and at worst deliberately shot at them,,,,,,
0,This house believes that Israel's 2008-2009 military operations against Gaza were justified,"Israel used ""decisive force to enhance regional deterrence","Israel used ""decisive force to enhance regional deterrence",,,,,,,,
0,This house believes that Israel's 2008-2009 military operations against Gaza were justified,during Operation Cast Lead, the IDF did more to safeguard the rights of civilians in a combat zone than any other army in the history of warfare,during Operation Cast Lead, the IDF did more to safeguard the rights of civilians in a combat zone than any other army in the history of warfare,,,,,,
0,This house believes that Israel's 2008-2009 military operations against Gaza were justified,the psychological effect of the rocket strikes paralyzed life across Israel's south,the psychological effect of the rocket strikes paralyzed life across Israel's south,,,,,,,,
0,This house believes that Israel's 2008-2009 military operations against Gaza were justified,The government of Israel had a policy of deliberately targeting civilians,had a policy of deliberately targeting civilians,,,,,,,,
0,This house believes that Israel's 2008-2009 military operations against Gaza were justified,it was Israeli government policy to deliberately target citizens,it was Israeli government policy to deliberately target citizens,,,,,,,,
0,This house believes that Israel's 2008-2009 military operations against Gaza were justified,The Gaza war was conducted as a response to rockets fired from the Gaza Strip,the Gaza war would have been conducted as a response to rockets fired from the Gaza Strip,,,,,,,,
0,This house believes that Israel's 2008-2009 military operations against Gaza were justified,"the war was targeted against the ""people of Gaza as a whole","the war was targeted against the ""people of Gaza as a whole",,,,,,,,
0,This house believes that Israel's 2008-2009 military operations against Gaza were justified,"Israel’s military assault on Gaza was designed to ""humiliate and terrorize a civilian population","Israel’s military assault on Gaza was designed to ""humiliate and terrorize a civilian population",,,,,,,,
0,This house believes that Israel's 2008-2009 military operations against Gaza were justified,Israel violated the Fourth Geneva Convention by targeting civilians,Israel violated the Fourth Geneva Convention by targeting civilians,,,,,,,,
0,This house believes that Israel's 2008-2009 military operations against Gaza were justified,Palestinian armed groups committed war crimes and possibly crimes against humanity,Palestinian armed groups committed war crimes and possibly crimes against humanity,,,,,,,,
0,This house believes that Israel's 2008-2009 military operations against Gaza were justified,The Hamas terror organization is the one who started the war,The Hamas terror organization is the one who started the war,,,,,,,,
0,This house believes that Israel's 2008-2009 military operations against Gaza were justified,Hamas has used terrorism for years against Israeli children,Hamas has used terrorism for years against Israeli children,,,,,,,,
0,This house believes that Israel's 2008-2009 military operations against Gaza were justified,The IDF's operations allowed Gazans to resume normalcy,allowed Gazans to resume normalcy,,,,,,,,
0,This house believes that Israel's 2008-2009 military operations against Gaza were justified,the IDF was forced to deal with the lowest form of terrorists,the IDF was forced to deal with the lowest form of terrorists,,,,,,,,
0,This house believes that Israel's 2008-2009 military operations against Gaza were justified,"disproportionate destruction and violence against civilians were part of a deliberate policy"" by Israel","disproportionate destruction and violence against civilians were part of a deliberate policy"" by Israel",,,,,,,,
0,This house believes that Israel's 2008-2009 military operations against Gaza were justified,"during the conflict the Israel Defense Forces ""did more to safeguard the rights of civilians in a combat zone than any other army in the history of warfare","during the conflict the Israel Defense Forces ""did more to safeguard the rights of civilians in a combat zone than any other army in the history of warfare",,,,,,,,
0,This house believes that Israel's 2008-2009 military operations against Gaza were justified,Hamas is guilty of war crimes,Hamas was guilty of war crimes,,,,,,,,
0,This house believes that Israel's 2008-2009 military operations against Gaza were justified,Israel disproportionately attacked civilians,Israel disproportionately attacked civilians,,,,,,,,
0,This house believes that Israel's 2008-2009 military operations against Gaza were justified,Israel was acting in self-defence,it was acting in self-defence,,,,,,,,
0,This house believes that Israel's 2008-2009 military operations against Gaza were justified,the right to self-defence requires that peaceful means are first exhausted before resorting to military force," something Israel ""did not even contemplate doing",the right to self-defence requires that peaceful means are first exhausted before resorting to military force," something Israel ""did not even contemplate doing",,,,,,
0,This house believes that Israel's 2008-2009 military operations against Gaza were justified,Israelis have been killed by the unlawful rocket and mortar attacks from Gaza,Israelis have been killed by the unlawful rocket and mortar attacks from Gaza,,,,,,,,
0,This house believes that Israel's 2008-2009 military operations against Gaza were justified,Israel intentionally targeted civilians in Gaza,Israel intentionally targeted civilians in Gaza,,,,,,,,
0,This house believes that Israel's 2008-2009 military operations against Gaza were justified,Hamas was willing to renew the cease-fire under the original terms,Hamas was willing to renew the cease-fire under the original terms,,,,,,,,
0,This house believes that Israel's 2008-2009 military operations against Gaza were justified,"the offensive was the result of Israel’s ""patience running out"" over the rocket attacks","the offensive was the result of Israel’s ""patience running out"" over the rocket attacks",,,,,,,,
0,This house believes that Israel's 2008-2009 military operations against Gaza were justified,the firing of rockets at Israel constituted a deliberate attack against the civilian population,the firing of rockets at Israel constituted a deliberate attack against the civilian population,,,,,,,,
0,This house believes that Israel's 2008-2009 military operations against Gaza were justified,the Israeli operation greatly curtailed years of Hamas rocket fire, returning a sense of normalcy to Southern Israel,the Israeli operation greatly curtailed years of Hamas rocket fire, returning a sense of normalcy to Southern Israel,,,,,,
0,This house believes that Israel's 2008-2009 military operations against Gaza were justified,During Operation Cast Lead, the Israeli Defense Forces did more to safeguard the rights of civilians in a combat zone than any other army in the history of warfare,During Operation Cast Lead, the Israeli Defense Forces did more to safeguard the rights of civilians in a combat zone than any other army in the history of warfare,,,,,,
0,This house believes that Israel's 2008-2009 military operations against Gaza were justified,Israel was widely criticised by human rights groups for using heavy firepower and causing hundreds of civilian casualties,Israel was widely criticised by human rights groups for using heavy firepower and causing hundreds of civilian casualties,,,,,,,,
0,This house believes that Israel's 2008-2009 military operations against Gaza were justified,the Israeli military operation was directed at the people of Gaza as a whole,the Israeli military operation was directed at the people of Gaza as a whole,,,,,,,,
0,This house believes that Israel's 2008-2009 military operations against Gaza were justified,during the conflict," the Israel Defense Forces ""did more to safeguard the rights of civilians in a combat zone than any other army in the history of warfare",during the conflict," the Israel Defense Forces ""did more to safeguard the rights of civilians in a combat zone than any other army in the history of warfare",,,,,,
0,This house believes that Israel's 2008-2009 military operations against Gaza were justified,the livelihoods and assets of tens of thousands of Gaza civilians have been affected,the livelihoods and assets of tens of thousands of Gaza civilians have been affected,,,,,,,,
0,This house believes that Israel's 2008-2009 military operations against Gaza were justified,life in much of southern Israel was paralyzed by Hamas rocket and mortar fire,life in much of southern Israel was paralyzed by Hamas rocket and mortar fire,,,,,,,,
0,This house believes that Israel's 2008-2009 military operations against Gaza were justified,Israel targeted Palestinian civilians as a matter of policy,Israel targeted Palestinian civilians as a matter of policy,,,,,,,,
0,This house believes that Israel's 2008-2009 military operations against Gaza were justified,it was a war against Palestinian civilians,it was a war against Palestinian civilians,,,,,,,,
0,This house believes that Israel's 2008-2009 military operations against Gaza were justified,The ongoing Israeli military operation in Gaza resulted in massive violations of human rights of the Palestinian people,resulted in massive violations of human rights of the Palestinian people,,,,,,,,
0,This house believes that Israel's 2008-2009 military operations against Gaza were justified,Israel's actions on the Gaza Strip must be characterised as war crimes,Israel's actions on the Gaza Strip must be characterised as war crimes,,,,,,,,
0,This house believes that Israel's 2008-2009 military operations against Gaza were justified,Israel's right to self-defence is recognized,Israel's right to self-defence,,,,,,,,
0,This house believes that Israel's 2008-2009 military operations against Gaza were justified,The right of the Israeli people to a life in peace and security without permanent threat from rocket attacks must be guaranteed,The right of the Israeli people to a life in peace and security without permanent threat from rocket attacks must be guaranteed,,,,,,,,
0,This house believes that Israel's 2008-2009 military operations against Gaza were justified,Israel's legitimate right to self-defence is undisputable,Israel's legitimate right to self-defence is undisputable,,,,,,,,
0,This house believes that Israel's 2008-2009 military operations against Gaza were justified,Israel's attacks represent a severe and massive violation of the International Humanitarian Law,attacks represent a severe and massive violation of the International Humanitarian Law,,,,,,,,
0,This house believes that Israel's 2008-2009 military operations against Gaza were justified,War has never brought any solution to problems,War has never brought any solution to problems,,,,,,,,
0,This house believes that Israel's 2008-2009 military operations against Gaza were justified,The repeated firing of rockets by Hamas endangers the lives of both Israeli and Palestinian civilians,the repeated firing of rockets by Hamas, which endangers the lives of both Israeli and Palestinian civilians,,,,,,,
0,This house believes that Israel's 2008-2009 military operations against Gaza were justified,the massive and disproportionate attacks by Israel to the Gaza Strip are in violation of international humanitarian law,the massive and disproportionate attacks by Israel to the Gaza Strip are in violation of international humanitarian law,,,,,,,,
0,This house believes that Israel's 2008-2009 military operations against Gaza were justified,the military solution won't conduct to peace,the military solution won't conduct to peace,,,,,,,,
0,This house believes that Israel's 2008-2009 military operations against Gaza were justified,Israel has the right to take military action against attacks on locations where its civilians live,Israel has the right to take military action against attacks on locations where its civilians live,,,,,,,,
0,This house believes that Israel's 2008-2009 military operations against Gaza were justified,it was Hamas that broke the truce,it was Hamas that broke the truce,,,,,,,,
0,This house believes that Israel's 2008-2009 military operations against Gaza were justified,Hamas started the conflict by firing rockets on Israel,Hamas started the conflict by firing rockets on Israel,,,,,,,,
0,This house believes that Israel's 2008-2009 military operations against Gaza were justified,No country can just passively accept being fired on,No country can just passively accept being fired on,,,,,,,,
0,This house believes that Israel's 2008-2009 military operations against Gaza were justified,The right of Israel to defend itself against rockets and terrorist attacks is acknowledged,the right of Israel to defend itself against rockets and terrorist attacks,,,,,,,,
0,This house believes that Israel's 2008-2009 military operations against Gaza were justified,Military action leading to the killing and suffering of civilians, by whomever is carried out, deserves to be condemned,Military action leading to the killing and suffering of civilians, by whomever is carried out, deserves to be condemned,,,,
0,This house believes that Israel's 2008-2009 military operations against Gaza were justified,The Israeli air strikes have demanded a disproportionate amount of civilian victims,The Israeli air strikes have demanded a disproportionate amount of civilian victims,,,,,,,,
0,This house believes that Israel's 2008-2009 military operations against Gaza were justified,nothing justifies the suffering inflicted to civilian populations who live trapped in the Gaza strip,nothing justifies the suffering inflicted to civilian populations who live trapped in the Gaza strip,,,,,,,,
0,This house believes that Israel's 2008-2009 military operations against Gaza were justified,The escalation of tensions in the Gaza Strip […] has been triggered by rocket attacks launched by Hamas against innocent Israeli civilians,The escalation of tensions in the Gaza Strip […] has been triggered by rocket attacks launched by Hamas against innocent Israeli civilians,,,,,,,,
0,This house believes that Israel's 2008-2009 military operations against Gaza were justified,"Israel's response was ""disproportionate","Israel's response was ""disproportionate",,,,,,,,
0,This house believes that Israel's 2008-2009 military operations against Gaza were justified,Israel's actions in Gaza are both disproportionate and clearly contrary to international humanitarian law,are both disproportionate and clearly contrary to international humanitarian law,,,,,,,,
0,This house believes that Israel's 2008-2009 military operations against Gaza were justified,Israel`s unproportionally all-out war on Hamas with a great number of fatalities is an unforgettable human tragedy,Israel`s unproportionally all-out war on Hamas with a great number of fatalities is an unforgettable human tragedy,,,,,,,,
0,This house believes that Israel's 2008-2009 military operations against Gaza were justified,Israel's right to protect its citizens is recognised,Israel's right to protect its citizens,,,,,,,,
0,This house believes that Israel's 2008-2009 military operations against Gaza were justified,The disproportionate and excessive use of force displayed by the Israeli government has resulted in numerous casualties,the disproportionate and excessive use of force displayed by the Israeli government, which has resulted in numerous casualties,,,,,,,
0,This house believes that Israel's 2008-2009 military operations against Gaza were justified,This cycle of violence and retaliation impedes efforts to broker lasting peace in the region,This cycle of violence and retaliation impedes efforts to broker lasting peace in the region,,,,,,,,
0,This house believes that Israel's 2008-2009 military operations against Gaza were justified,the military operations were a flagrant violation of international humanitarian law,the military operations were a flagrant violation of international humanitarian law,,,,,,,,
0,This house believes that Israel's 2008-2009 military operations against Gaza were justified,aggression and disproportionate use of force by Israel is unfortunate and only leads to further escalation of violence,aggression and disproportionate use of force by Israel is unfortunate and only leads to further escalation of violence,,,,,,,,
0,This house believes that Israel's 2008-2009 military operations against Gaza were justified,the disproportionate use of force by Israel, which causes suffering to the civilian population, can be neither understood nor justified,the disproportionate use of force by Israel, which causes suffering to the civilian population, can be neither understood nor justified,,,,
0,This house believes that Israel's 2008-2009 military operations against Gaza were justified,Israel's right to self defence was acknowledged,its right to self defence was acknowledged,,,,,,,,
0,This house believes that Israel's 2008-2009 military operations against Gaza were justified,"the reaction of the armed forces of Israel was condemned as ""disproportional","the reaction of the armed forces of Israel was condemned as ""disproportional",,,,,,,,
0,This house believes that Israel's 2008-2009 military operations against Gaza were justified,Israel's actions were causing unjustifiable deaths among the civilians,its actions were causing unjustifiable deaths among the civilians,,,,,,,,
0,This house believes that Israel's 2008-2009 military operations against Gaza were justified,Israel's right to defend itself against attacks from Gaza is recognised,Israel's right to defend itself against attacks from Gaza,,,,,,,,
0,This house believes that Israel's 2008-2009 military operations against Gaza were justified,"Israel's bombardment of Gaza ""bears all the hallmarks of war crimes","Israel's bombardment of Gaza ""bears all the hallmarks of war crimes",,,,,,,,
0,This house believes that Israel's 2008-2009 military operations against Gaza were justified,The attacks would not contribute to the security of Israel,The attacks would not contribute to the security of Israel,,,,,,,,
0,This house believes that Israel's 2008-2009 military operations against Gaza were justified,Palestinian security forces do little or nothing to prevent rocket attacks,they do little or nothing to prevent rocket attacks,,,,,,,,
0,This house believes that Israel's 2008-2009 military operations against Gaza were justified,the constant threat of impending rocket attacks has caused fear and disrupted the lives of the growing number of Israelis who live within range of such attacks,the constant threat of impending rocket attacks has caused fear and disrupted the lives of the growing number of Israelis who live within range of such attacks,,,,,,,,
0,This house believes that Israel's 2008-2009 military operations against Gaza were justified,Israeli citizens in the south have been suffering from rockets being fired at them,Israeli citizens in the south have been suffering from rockets being fired at them,,,,,,,,
0,This house believes that Israel's 2008-2009 military operations against Gaza were justified,Life in the south under rocket barrages had become unbearable,Life in the south under rocket barrages had become unbearable,,,,,,,,
0,This house believes that Israel's 2008-2009 military operations against Gaza were justified,Hamas attacks are violations of basic humanitarian law,Hamas attacks are violations of basic humanitarian law,,,,,,,,
0,This house believes that Israel's 2008-2009 military operations against Gaza were justified,If there is no rocket fire at Israel, there won't be Israeli attacks on Gaza,If there is no rocket fire at Israel, there won't be Israeli attacks on Gaza,,,,,,
0,This house believes that Israel's 2008-2009 military operations against Gaza were justified,"Israel was ""compelled to continue to take these defensive measures"" to protect more than 200",000 Israelis living under the threat of Palestinian rocket barrages.Militants,"Israel was ""compelled to continue to take these defensive measures"" to protect more than 200",000 Israelis living under the threat of Palestinian rocket barrages.Militants,,,,,,
0,This house believes that Israel's 2008-2009 military operations against Gaza were justified,The rocket attacks have caused widespread fear and hardship in Israeli border towns,The rocket attacks have caused widespread fear and hardship in Israeli border towns,,,,,,,,
0,This house believes that Israel's 2008-2009 military operations against Gaza were justified,Israel's right to defend itself is recognized,Israel's right to defend itself,,,,,,,,
0,This house believes that Israel's 2008-2009 military operations against Gaza were justified,Israeli military attacks were launched in response to militants firing missiles,Israeli military attacks were launched in response to militants firing missiles,,,,,,,,
0,This house believes that Israel's 2008-2009 military operations against Gaza were justified,Israel's response was excessive,"Israel's response is ""excessive",,,,,,,,
0,This house believes that Israel's 2008-2009 military operations against Gaza were justified,"Israel's attacks were ""more than a holocaust","Israel's attacks were ""more than a holocaust",,,,,,,,
0,This house would build high rises for housing,High-rise blocks became notorious for crime and poverty,became notorious for crime and poverty,,,,,,,,
0,This house would build high rises for housing,apartment buildings have high levels of security,apartment buildings have high levels of security,,,,,,,,
0,This house would build high rises for housing,The total cost for the construction of an apartment is much less than the cost invested in the construction of a single house,The total cost for the construction of an apartment is much less than the cost invested in the construction of a single house,,,,,,,,
0,This house would build high rises for housing,High-rise buildings cast a significant shadow over nearby buildings, reducing solar energy harvesting,High-rise buildings cast a significant shadow over nearby buildings, reducing solar energy harvesting,,,,,,
0,This house would build high rises for housing,High-rise buildings also cast shadows over public spaces, reducing their amenity value,They also cast shadows over public spaces, reducing their amenity value,,,,,,
0,This house would build high rises for housing,High-rise structures also pose serious challenges to firefighters during emergencies,They also pose serious challenges to firefighters during emergencies,,,,,,,,
0,This house would build high rises for housing,Apartment blocks have technical and economic advantages in areas with high population density,Apartment blocks have technical and economic advantages in areas with high population density,,,,,,,,
0,This house would build high rises for housing,In contrast with low-rise and single-family houses, apartment blocks accommodate more inhabitants per unit of area of land they occupy,In contrast with low-rise and single-family houses, apartment blocks accommodate more inhabitants per unit of area of land they occupy,,,,,,
0,This house would build high rises for housing,Apartment blocks decrease the cost of municipal infrastructure,decrease the cost of municipal infrastructure,,,,,,,,
0,This house would build high rises for housing,Tower Blocks grew a reputation for being undesirable low cost housing,they grew a reputation for being undesirable low cost housing,,,,,,,,
0,This house would build high rises for housing,many tower blocks saw rising crime levels,many tower blocks saw rising crime levels,,,,,,,,
0,This house would build high rises for housing,The way tower blocks are constructed would save money,the way tower blocks were constructed would save money,,,,,,,,
0,This house would build high rises for housing,Many tower blocks experience structural decay,many tower blocks experienced structural decay,,,,,,,,
0,This house would build high rises for housing,The overbearing design of the tower blocks makes them fearsome and unsociable,the overbearing design of the tower blocks made them fearsome and unsociable,,,,,,,,
0,This house would build high rises for housing,Tower blocks may be inherently more prone to casualties from a fire,Tower blocks may be inherently more prone to casualties from a fire,,,,,,,,
0,This house would build high rises for housing,people living on higher floors cannot escape fires easily and the fire brigade cannot reach the higher floors quickly,people living on higher floors cannot escape fires easily and the fire brigade cannot reach the higher floors quickly,,,,,,,,
0,This house would build high rises for housing,Tower blocks can hold thousands of families in a single building,they can hold thousands of families in a single building,,,,,,,,
0,This house would build high rises for housing,more and more people around the world move into multi-story apartment blocks,more and more people around the world move into multi-story apartment blocks,,,,,,,,
0,This house would build high rises for housing,single family houses are likely to require much more energy to heat in cold weather than do buildings with shared walls,single family houses are likely to require much more energy to heat in cold weather than do buildings with shared walls,,,,,,,,
0,This house would build high rises for housing,Single-family houses are part of a much more energy and carbon-intensive lifestyle,single-family houses part of a much more energy and carbon-intensive lifestyle,,,,,,,,
0,This house would build high rises for housing,only high rise developments could accommodate the density level of population,only high rise developments could accommodate the density level of population,,,,,,,,
0,This house would build high rises for housing,A large resident population provides opportunities for social interaction,A large resident population provides opportunities for social interaction,,,,,,,,
0,This house would build high rises for housing,Planning policies which increase population densities in urban areas do tend to reduce car use,Planning policies which increase population densities in urban areas do tend to reduce car use,,,,,,,,
0,This house would build high rises for housing,urban intensification which increases population density will reduce per capita car use, with benefits to the global environment,urban intensification which increases population density will reduce per capita car use, with benefits to the global environment,,,,,,
0,This house would build high rises for housing,consumers prefer lower density neighborhoods,consumers prefer lower density neighborhoods,,,,,,,,
0,This house would build high rises for housing,Living in larger, more spread out spaces generally makes public services more expensive,Living in larger, more spread out spaces generally makes public services more expensive,,,,,,
0,This house would build high rises for housing,Planning policies that increase population densities in urban areas tend to reduce car use,Planning policies that increase population densities in urban areas do tend to reduce car use,,,,,,,,
0,This house would build high rises for housing,urban intensification which increases population density will reduce per capita car use, with benefits to the global environment,urban intensification which increases population density will reduce per capita car use, with benefits to the global environment,,,,,,
0,This house would build high rises for housing,Increased population density is linked with increased aggression,increased population density with increased aggression,,,,,,,,
0,This house would build high rises for housing,increased population density encourages crime and anti-social behavior,increased population density encourages crime and anti-social behavior,,,,,,,,
0,This house would build high rises for housing,human beings, while social animals, need significant amounts of social space or they become agitated and aggressive,human beings, while social animals, need significant amounts of social space or they become agitated and aggressive,,,,
0,This house would criminalize blasphemy,Blasphemy laws can be used to victimize non-members of, and dissident members of, the state religion,such laws can be used to victimize non-members of, and dissident members of, the state religion,,,,
0,This house would criminalize blasphemy,Blasphemy has been condemned as a serious, or even the most serious, sin by the major creeds and Church theologians,Blasphemy has been condemned as a serious, or even the most serious, sin by the major creeds and Church theologians,,,,
0,This house would criminalize blasphemy,blasphemy, which is a sin committed directly against God, is more grave than murder,blasphemy, which is a sin committed directly against God, is more grave than murder,,,,
0,This house would criminalize blasphemy,there is no place for the offence of blasphemous libel in a society which respects freedom of speech,there is no place for the offence of blasphemous libel in a society which respects freedom of speech,,,,,,,,
0,This house would criminalize blasphemy,Freedom of expression should permit people to express whatever opinions they have, even if they are offensive,Freedom of expression should permit people to express whatever opinions they have, even if they are offensive,,,,,,
0,This house would criminalize blasphemy,The right to freedom of thought and expression, sanctioned by the Declaration of the Rights of Man, cannot imply the right to offend the religious sentiment of believers,The right to freedom of thought and expression, sanctioned by the Declaration of the Rights of Man, cannot imply the right to offend the religious sentiment of believers,,,,
0,This house would criminalize blasphemy,In all societies there is a need to show sensitivity and responsibility in treating issues of special significance for the adherents of any particular faith,In all societies there is a need to show sensitivity and responsibility in treating issues of special significance for the adherents of any particular faith,,,,,,,,
0,This house would criminalize blasphemy,freedom of speech cannot be compromised,freedom of speech cannot be compromised,,,,,,,,
0,This house would criminalize blasphemy,It's better to publish too much than not to have freedom,It's better to publish too much than not to have freedom,,,,,,,,
0,This house would criminalize blasphemy,The responsibility of all governments is to ensure full respect of all religions,the responsibility of all governments to ensure full respect of all religions,,,,,,,,
0,This house would criminalize blasphemy,the freedom of expression does not justify in any way whatsoever the defamation of religions,the freedom of expression does not justify in any way whatsoever the defamation of religions,,,,,,,,
0,This house would criminalize blasphemy,freedom of speech ends when sacred values are offended,freedom of speech ends when sacred values are offended,,,,,,,,
0,This house would criminalize blasphemy,Freedom of expression is at the core of democracy,freedom of expression is at the core of our democracy,,,,,,,,
0,This house would criminalize blasphemy,The right to freedom of thought and expression, sanctioned by the Declaration of the Rights of Man, cannot imply the right to offend the religious sentiment of believers,The right to freedom of thought and expression, sanctioned by the Declaration of the Rights of Man, cannot imply the right to offend the religious sentiment of believers,,,,
0,This house would criminalize blasphemy,the offence of blasphemy is a dead letter,the offence of blasphemy is a dead letter,,,,,,,,
0,This house would criminalize blasphemy,the common-law offence of blasphemous libel serves no useful purpose in modern law,the common-law offence of blasphemous libel serves no useful purpose in modern law,,,,,,,,
0,This house would criminalize blasphemy,The offence of blasphemous libel is believed by some to be contrary to the freedom of speech,The offence of blasphemous libel is believed by some to be contrary to the freedom of speech,,,,,,,,
0,This house would criminalize blasphemy,The blasphemy law is now a dead letter,The blasphemy law is now a dead letter,,,,,,,,
0,This house would criminalize blasphemy,It is not the business of government in our nation to suppress real or imagined attacks upon a particular religious doctrine,It is not the business of government in our nation to suppress real or imagined attacks upon a particular religious doctrine,,,,,,,,
0,This house would criminalize blasphemy,it is neither necessary nor desirable to create an offence of religious insult,it is neither necessary nor desirable to create an offence of religious insult,,,,,,,,
0,This house would criminalize blasphemy,The law against blasphemy complements laws against racial discrimination and incitement to violence,The law against blasphemy complements laws against racial discrimination and incitement to violence,,,,,,,,
0,This house would criminalize blasphemy,the state has no legitimate interest in protecting any or all religions from views distasteful to them,the state has no legitimate interest in protecting any or all religions from views distasteful to them,,,,,,,,
0,This house would criminalize blasphemy,It is not the business of government in our nation to suppress real or imagined attacks upon a particular religious doctrine,It is not the business of government in our nation to suppress real or imagined attacks upon a particular religious doctrine,,,,,,,,
0,This house would criminalize blasphemy,Anti-blasphemy and religious defamation laws are used to imprison journalists, students and other peaceful political dissidents,anti-blasphemy and religious defamation laws, which are used to imprison journalists, students and other peaceful political dissidents,,,,,
